id,Decision_Date,Employer,City_State,Case_Status,Job_Title,Wage_Offer
A-16123-04810,2016-07-28,American Sunrex Corp,"Saratoga, CA",Certified,"Architectural and Engineering Manager, Level II","159,182.00/Year"
A-16131-07915,2016-07-28,W R Cobb Company,"EAST PROVIDENCE, RI",Certified,"Marketing Manager, Level II","105,539.00/Year"
A-16145-13805,2016-07-28,Gta Americas Llc,"South Pasadena, CA",Certified,"Market Research Analysts and Marketing Specialists, Level III","77,293.00/Year"
A-15317-39065,2016-07-27,Yun Yun Yang Dba Ay Accounting & Tax,"Flushing, NY",Certified,"Accountants and Auditors, Level II","76,066.00/Year"
A-15345-49560,2016-07-27,Intel Corporation,"Folsom, CA",Certified,"Industrial Engineers, Level II","74,110.00/Year"
A-16033-67944,2016-07-27,Foxconn Assembly Llc,"Houston, TX",Certified,"Electrical and Electronics Engineering Technicians, Level III","65,042.00/Year"
A-16034-68695,2016-07-27,"Aircraft Component Repair, Inc.","Valencia, CA",Certified,"Mechanical Engineer, Level II","102,211.00/Year"
A-16071-83381,2016-07-27,Visbit Inc.,"Sunnyvale, CA",Certified,"Software Developers, Systems Software, Level II","119,350.00/Year"
A-16077-86016,2016-07-27,"Interpath Laboratory, Inc.","Seattle, WA",Certified,"Medical and Clinical Laboratory Technologists, Level II","59,966.00/Year"
A-16087-89629,2016-07-27,"Ilumi Sciences, Inc","Chantilly, VA",Certified,"Administrative Manager, Level I","68,000.00/Year"
A-16095-92542,2016-07-27,"Applied Materials, Inc.","Sunnyvale, CA",Certified,"Materials Engineers, Level II","107,956.00/Year"
A-16103-96037,2016-07-27,Linkedin Corporation,"Mountain View, CA",Certified,"Software Developers, Applications, Level I","114,000.00/Year"
A-16105-97033,2016-07-27,Deloitte & Touche Llp,"Stamford, CT",Certified,"Accountants and Auditors, Level IV","100,485.00/Year"
A-16105-97432,2016-07-27,University Of Minnesota,"Minneapolis, MN",Certified,"Psychology Teachers, Postsecondary, Level II","62,000.00/Year"
A-16123-04797,2016-07-27,"Nsg Technology, Inc.","San Jose, CA",Certified,"Market Research Analysts and Marketing Specialists, Level I","60,445.00/Year"
A-16130-07236,2016-07-27,Pricewaterhousecoopers,"New York, NY",Certified,"Accountants and Auditors, Level IV","117,437.00/Year"
A-16131-07660,2016-07-27,"Pure Beauty Farms, Inc","Miami, FL",Certified,"Farmworkers and Laborers, Crop, Nursery and Greenhouse, Level I","17,909.00/Year"
A-16138-11148,2016-07-27,Depaul University,"Chicago, IL",Certified,"Mental Health Counselors, Level I","51,375.00/Year"
A-15268-22130,2016-07-26,Foxconn Assembly Llc,"Houston, TX",Certified,"Purchasing Agents, Except Wholesale, Retail, and Farm Products, Level I","41,850.00/Year"
A-15328-43452,2016-07-26,"Actiontec Electronics, Inc.","Sunnyvale, CA",Denied,"Electronics Engineers, Except Computer, Level II","108,992.00/Year"
A-16095-92498,2016-07-26,Transamerica Life Insurance Company,"Cedar Rapids, IA",Certified,"Financial Analysts, Level IV","85,883.00/Year"
A-16103-95967,2016-07-26,Google Inc.,"Mountain View, CA",Certified,"Software Developers, Applications","140,000.00/Year"
A-16099-95061,2016-07-25,Premier Food & Oils Company,"Commerce, CA",Certified,"Administrative Assistant, Level II","47,757.00/Year"
A-16133-09499,2016-07-25,Intel Corporation,"Santa Clara, CA",Withdrawn,"Software Developers, Systems Software","138,403.00/Year"
A-15337-46372,2016-07-22,Case Farms Processing Inc.,"Morganton, NC",Certified,"Slaughterers and Meat Packers, Level I",9.30/Hour
A-16032-67869,2016-07-22,Magnetic Media Online Inc,"San Francisco, CA",Certified,"Market Research Analysts and Marketing Specialists, Level I","75,000.00/Year"
A-16097-93489,2016-07-22,"Volant Holding, Llc","NEW YORK, NY",Certified,"Principal Design Engineer, Level IV","200,000.00/Year"
A-16109-98461,2016-07-22,"Epcos, Inc.","Maitland, FL",Certified,"Electrical Engineers, Level II","75,000.00/Year"
A-16103-96301,2016-07-21,Microsoft Corporation,"Redmond, WA",Certified,"Software Developers, Applications, Level I","105,200.00/Year"
A-16103-96302,2016-07-21,"Chunghwa Telecom Global, Inc.","San Jose, CA",Certified,"Network and Computer Systems Administrators, Level II","82,576.00/Year"
A-16103-96327,2016-07-21,"Applied Materials, Inc.","Santa Clara, CA",Certified,"Materials Engineers, Level IV","148,845.00/Year"
A-16103-96355,2016-07-21,"University Of California, Davis","Davis, CA",Certified,"Philosophy and Religion Teachers, Postsecondary, Level I","77,936.00/Year"
A-15343-48536,2016-07-20,Muy Pizza Southeast Llc,"NICEVILLE, FL",Certified,"COOKS, FAST FOOD, Level I","17,950.00/Year"
A-16100-95136,2016-07-20,Sensiba San Filippo Llp,"San Jose, CA",Certified,"Accountants and Auditors, Level IV","110,344.00/Year"
A-16102-95482,2016-07-20,Criteo,"Palo Alto, CA",Certified,"Software Developers, Systems Software, Level II","119,350.00/Year"
A-16102-95749,2016-07-20,Google Inc.,"Mountain View, CA",Certified,"Software Developers, Applications, Level II","135,000.00/Year"
A-16106-97718,2016-07-20,Appdynamics,"San Francisco, CA",Certified,"Software Developers, Applications, Level III","117,603.00/Year"
A-16110-99153,2016-07-20,"Concur Technologies, Inc.","Bellevue, WA",Certified,"Software Developers, Applications, Level II","101,088.00/Year"
A-16110-99358,2016-07-20,Gree International,"San Francisco, CA",Certified,"Software Developers, Applications, Level II","130,000.00/Year"
A-16111-99900,2016-07-20,United Pacific Industries Inc.,"Long Beach, CA",Certified,"Market Research Analyst, Level I","39,500.00/Year"
A-15260-18865,2016-07-19,Broadcom Corporation,"San Jose, CA",Denied,"Electronics Engineers, Except Computer, Level II","106,517.00/Year"
A-16088-90129,2016-07-19,"Qualcomm Atheros, Inc.","San Jose, CA",Certified,"Electronics Engineers, Except Computer, Level II","134,867.20/Year"
A-16089-90571,2016-07-19,"Oracle America, Inc.","Santa Clara, CA",Certified,"Software Developers, Systems Software, Level II","135,000.00/Year"
A-16092-92125,2016-07-19,"Facebook, Inc.","Menlo Park, CA",Certified,"Software Developers, Applications, Level II","120,000.00/Year"
A-16095-92822,2016-07-19,"Nordstrom, Inc.","Seattle, WA",Certified,"Software Developers, Applications, Level II","120,000.00/Year"
A-16111-99926,2016-07-19,Bioo Scientific Corporation,"Austin, TX",Certified,"Chemical Technician, Level III","40,516.00/Year"
A-16088-89886,2016-07-18,"Qualcomm Atheros, Inc.","San Jose, CA",Certified,"Electronics Engineers, Except Computer, Level II","94,245.00/Year"
A-16095-92643,2016-07-18,"Twintech Industry, Inc.","Cerritos, CA",Certified,"MIS MANAGER, Level IV","103,563.00/Year"
A-16096-93216,2016-07-18,Mmodal Services Ltd,"Pittsburgh, PA",Certified,"Computer Systems Analysts, Level II","69,644.00/Year"
A-16096-93261,2016-07-18,Hitachi Global Storage Technologies,"Santa Ana, CA",Certified,"Electronics Engineers, Except Computer, Level IV","123,677.00/Year"
A-16096-93363,2016-07-18,"Iw Group, Inc.","West Hollywood, CA",Certified,"Writers and Authors, Level III","90,022.00/Year"
A-16096-93375,2016-07-18,Pricewaterhousecoopers,"New York, NY",Certified,"Computer Systems Analysts, Level IV","120,224.00/Year"
A-16106-97822,2016-07-18,"Global Communication Group, Inc.","Rosemead, CA",Certified,"Producers and Directors, Level I","52,624.00/Year"
A-16110-98939,2016-07-18,Central Michigan University,"Mount Pleasant, MI",Certified,Assistant Professor,"61,500.00/Year"
A-16085-89399,2016-07-15,Aetna Life Insurance Company,"New York, NY",Certified,"Statisticians, Level I","130,000.00/Year"
A-16085-89438,2016-07-15,Global Unichip Corporation-na,"San Jose, CA",Certified,"Electronics Engineers, Except Computer, Level II","108,992.00/Year"
A-16110-99182,2016-07-15,Central Michigan University,"Mount Pleasant, MI",Certified,Assistant Professor,"62,000.00/Year"
A-16083-88421,2016-07-14,Perkins Coie Llp,"Seattle, WA",Certified,"Lawyers, Level III","135,000.00/Year"
A-16084-89008,2016-07-14,Ase (u.s.) Inc.,"Sunnyvale, CA",Certified,"Sales Representatives, Wholesale and Manufacturing, Technical an, Level II","86,944.00/Year"
A-16084-89015,2016-07-14,Ase (u.s.) Inc.,"Sunnyvale, CA",Certified,"Mechanical Engineers, Level I","76,274.00/Year"
A-16085-89378,2016-07-14,Third Wave Systems,"Eden Prairie, MN",Certified,"Mechanical Engineers, Level II","88,500.00/Year"
A-16102-95586,2016-07-14,Humin,"San Francisco, CA",Certified,"Member of Technical Staff-Android Developer, Level II","140,000.00/Year"
A-16182-28186,2016-07-14,Muy Pizza Southeast Llc,"STUARTS DRAFT, VA",Withdrawn,"COMBINED FOOD PREPARATION AND SERVING WORKERS, INCLUDING FAST FO, Level I","16,806.00/Year"
A-16004-56654,2016-07-13,Muy Pizza Southeast Llc,"STUARTS DRAFT, VA",Withdrawn,"COOKS, FAST FOOD, Level I","16,806.00/Year"
A-16082-87690,2016-07-13,"Avc America, Inc","Fremont, CA",Certified,"Sales Managers, Level I","73,216.00/Year"
A-16083-88207,2016-07-13,Ruckus Wireless Inc,"Sunnyvale, CA",Certified,"Software Developers, Systems Software, Level III","138,403.00/Year"
A-16083-88468,2016-07-13,"Tsmc Technology, Inc.","Austin, TX",Certified,"Network and Computer Systems Administrators*, Level II","63,294.00/Year"
A-16098-94190,2016-07-13,"West Houston Volkswagen, Llc","HOUSTON, TX",Certified,"Credit Analyst, Level IV","86,000.00/Year"
A-16112-00317,2016-07-12,Washington State University,"Pullman, WA",Certified,"Engineering Teachers, Postsecondary, Level I","85,469.00/Year"
A-16118-02686,2016-07-12,"Leadman Electronics, Inc.","Santa Clara, CA",Certified,"Market Research Analysts and Marketing Specialists*, Level I","60,445.00/Year"
A-15323-41552,2016-07-11,Chemical Market Resources,"Friendswood, TX",Certified,"Market Research Analysts and Marketing Specialists, Level I","37,378.00/Year"
A-16063-79984,2016-07-11,Enova Financial,"Chicago, IL",Certified,"Software Developers, Applications, Level I","84,000.00/Year"
A-16070-82713,2016-07-11,Bloomberg L.p.,"New York, NY",Certified,"Software Developers, Applications, Level II","95,000.00/Year"
A-16073-83739,2016-07-11,Hitachi Global Storage Technologies,"Santa Ana, CA",Certified,"Electronics Engineers, Except Computers, Level IV","123,677.00/Year"
A-16073-83751,2016-07-11,Hitachi Global Storage Technologies,"Santa Ana, CA",Certified,"Electronics Engineers, Except Computers, Level IV","123,677.00/Year"
A-16073-83764,2016-07-11,Hitachi Global Storage Technologies,"Santa Ana, CA",Certified,"Electronics Engineers, Except Computers, Level IV","123,677.00/Year"
A-16075-84568,2016-07-11,"Autodesk, Inc.","San Francisco, CA",Certified,"Multimedia Artists and Animators, Level III","107,100.00/Year"
A-16076-84972,2016-07-11,"Baily International Of Atlanta, Inc.","Duluth, GA",Certified,"Management Analysts, Level II","71,427.00/Year"
A-16112-00407,2016-07-11,Txc Technology,"Brea, CA",Certified,"Sales Engineer, Level II","84,157.00/Year"
A-16113-00671,2016-07-11,Deloitte Tax Llp,"San Francisco, CA",Certified,"Financial Managers, Level II","138,549.00/Year"
A-16020-62943,2016-07-08,Apple Inc.,"Cupertino, CA",Certified,"Electronics Engineers, Except Computer, Level III","154,939.00/Year"
A-16034-68738,2016-07-08,"Nan Ya Plastics Corporation, Usa","WHARTON, TX",Certified,"Purchasing Agents, Except Wholesale, Retail, and Farm Products, Level II","41,395.00/Year"
A-16042-71882,2016-07-08,Schneider Electric Software Llc,"Houston, TX",Certified,"Sales Engineers, Level II","77,605.00/Year"
A-16049-74213,2016-07-08,Purdue University,"West Lafayette, IN",Certified,"Assistant Professor, Level I","80,000.00/Year"
A-16060-78056,2016-07-08,"Foxconn Ems, Inc.","Houston, TX",Certified,"Accountants and Auditors, Level I","49,109.00/Year"
A-16062-79029,2016-07-08,"Twitter, Inc.","San Francisco, CA",Certified,"Statisticians, Level II","120,000.00/Year"
A-16067-81189,2016-07-08,"Playstudios, Inc.","Austin, TX",Certified,"Software Developers, Applications, Level I","67,500.00/Year"
A-16067-81284,2016-07-08,"Twitter, Inc.","San Francisco, CA",Certified,"Computer Systems Analysts, Level I","90,000.00/Year"
A-16069-81965,2016-07-08,Athlon Ny Llc,"New York, NY",Certified,"UX/UI Designer, Level II","59,467.00/Year"
A-15317-39127,2016-07-07,University Of Pittsburgh,"Pittsburgh, PA",Certified,"Statisticians, Level I","44,221.00/Year"
A-16039-70595,2016-07-07,Google Inc.,"Mountain View, CA",Certified,"Software Developers, Applications","120,349.00/Year"
A-16067-80919,2016-07-07,"Twitter, Inc.","San Francisco, CA",Certified,"Software Developers, Systems Software, Level II","135,000.00/Year"
A-15229-09083,2016-07-06,Riot Games Inc,"Los Angeles, CA",Certified,"Marketing Managers, Level I","107,973.00/Year"
A-15268-21965,2016-07-06,Diamond Wipes International Inc.,"Chino, CA",Certified,"Market Research Analysts and Marketing Specialists, Level I","35,000.00/Year"
A-16014-61513,2016-07-06,"Omnivision Technologies, Inc.","Santa Clara, CA",Certified,"Electronics Engineers, Except Computer, Level I","87,422.00/Year"
A-16046-73021,2016-07-06,"Damascus Bakery, Inc.","Newark, NJ",Certified,"Product Development Supervisor, Level II","128,128.00/Year"
A-16069-81964,2016-07-06,"Signature Theatre Company, Inc","New York, NY",Certified,"Accountants and Auditors, Level II","76,066.00/Year"
A-16077-85587,2016-07-06,"Hsu's Ginseng Enterprises, Inc.","Wausau, WI",Denied,"Logisticians, Level II","54,309.00/Year"
A-16077-86047,2016-07-06,Uber Technologies Inc.,"San Francisco, CA",Certified,"Software Developers, Systems Software, Level II","110,000.00/Year"
A-16082-87851,2016-07-06,Intelligent Epitaxy Technology Inc.,"Richardson, TX",Certified,"Materials Engineers, Level II","75,483.00/Year"
A-15287-28405,2016-07-05,"Apf Travel, Inc.","Alhambra, CA",Certified,"Market Research Analysts and Marketing Specialists, Level II","55,994.00/Year"
A-15322-41178,2016-07-05,"Kingsisle Entertainment, Inc.","Austin, TX",Certified,"Market Research Analysts and Marketing Specialists, Level I","51,953.00/Year"
A-16074-83923,2016-07-05,Google Inc.,"Mountain View, CA",Certified,"Computer Network Architects, Level II","116,667.00/Year"
A-16077-85986,2016-07-05,"Qualcomm Atheros, Inc.","San Jose, CA",Certified,"Software Developers, Systems Software","104,853.00/Year"
A-16082-87767,2016-07-05,Florida State University,"Tallahassee, FL",Certified,"Business Teachers, Postsecondary, Level I","132,000.00/Year"
A-16084-88889,2016-07-05,"Netapp, Inc.","Sunnyvale, CA",Certified,"Software Developers, Systems Software","103,700.00/Year"
A-16146-14472,2016-07-01,"Hermes Microvision, Inc.","San Jose, CA",Withdrawn,"Mechanical Engineers, Level II","93,995.00/Year"
A-15314-37608,2016-06-30,Newave Sensor Solutions,"Plain City, OH",Certified,"Electrical Engineers, Level I","62,500.00/Year"
A-15317-39487,2016-06-30,Valley Health & Acupuncture Inc.,"San Jose, CA",Certified,"Health Diagnosing and Treating Practictioners, Level I","54,059.00/Year"
A-16049-74541,2016-06-30,Martin Brudnizki Design Studio Llc,"New York, NY",Certified,"Architectural Designer, Level II","69,992.00/Year"
A-16069-81990,2016-06-30,The Pennsylvania State University,"Erie, PA",Certified,"Engineering Teachers, Postsecondary, Level I","81,243.00/Year"
A-16077-85632,2016-06-30,G-tech Technology Corp.,"City of Industry, CA",Certified,"Architectural and Engineering Managers, Level I","105,331.00/Year"
A-16085-89498,2016-06-30,Grand Hyatt San Francisco,"San Francisco, CA",Certified,"Information Technology Manager, Level II","77,064.00/Year"
A-16062-79093,2016-06-29,Concordia College,"Moorhead, MN",Certified,"Clinical, Counseling, and School Psychologists, Level I","38,501.00/Year"
A-16063-80024,2016-06-29,P3 North America Inc,"Southfield, MI",Certified,"Electronics Engineers, Except Computer, Level II","86,000.00/Year"
A-16073-83760,2016-06-29,Prophetstor Data Services Inc,"Milpitas, CA",Certified,"Marketing Managers, Level IV","220,251.00/Year"
A-16076-84987,2016-06-29,"Baily International Of Atlanta, Inc.","Duluth, GA",Certified,"Management Analysts, Level II","71,427.00/Year"
A-16049-74483,2016-06-28,Cimpress Usa Incorporated,"Waltham, MA",Certified,"Statisticians, Level II","75,000.00/Year"
A-16064-80456,2016-06-28,"Metropia, Inc.","Tucson, AZ",Certified,"Civil Engineers, Level II","72,363.00/Year"
A-16064-80603,2016-06-28,"Meps Real-time, Inc.","Carlsbad, CA",Certified,"Computer Systems Analyst, Level II","76,648.00/Year"
A-16066-80766,2016-06-28,"Applied Optoelectronics, Inc.","Sugar Land, TX",Certified,"Operation Specialist, Level I","73,100.00/Year"
A-16071-83622,2016-06-28,"Facebook, Inc.","Menlo Park, CA",Certified,"Software Developers, Systems Software, Level III","140,000.00/Year"
A-16085-89527,2016-06-28,Getac Inc.,"Woodinville, WA",Certified,"Sales Engineer, Level II","92,539.00/Year"
A-16050-74996,2016-06-27,Tsmc North America,"San Jose, CA",Withdrawn,"Materials Engineers, Level IV","148,845.00/Year"
A-16062-79240,2016-06-27,Integrity Structural Corp,"HOUSTON, TX",Certified,"CONSTRUCTION MANAGERS, Level I","58,552.00/Year"
A-16088-89875,2016-06-27,"Populus Group, Llc","New York, NY",Certified,"Software Developers, Applications, Level II",44.05/Hour
A-16176-25767,2016-06-27,Emotion Studios,"Sausalito, CA",Withdrawn,"Film and Video Editors, Level III","67,808.00/Year"
A-16055-76327,2016-06-24,"Mylaps Us, Inc.","Atlanta, GA",Certified,"Market Research Analysts and Marketing Specialists, Level II","50,211.00/Year"
A-16060-77891,2016-06-24,East Carolina University,"Greenville, NC",Certified,"Biological Science Teachers, Postsecondary, Level I","69,440.00/Year"
A-16061-78564,2016-06-24,"Volant Holding, Llc","NEW YORK, NY",Certified,"Software Developer, Level III","113,693.00/Year"
A-16064-80349,2016-06-24,Canaan Delicacies,"Artesia, CA",Certified,"Food Service Managers, Level IV","59,155.00/Year"
A-16076-85038,2016-06-24,Yahoo! Inc.,"Sunnyvale, CA",Certified,"Software Developers, Applications","117,388.00/Year"
A-15315-38167,2016-06-23,"Chang Hwa Commercial Bank, Ltd.","Los Angeles, CA",Certified,"Credit Analyst, Level II","62,546.00/Year"
A-16027-66090,2016-06-23,Google Inc.,"Mountain View, CA",Certified,"Training and Development Specialists, Level II","98,900.00/Year"
